,Pyrocosm1Neg_N1_T1,Pyrocosm1Neg_N2_T1,Pyrocosm1Neg_N3_T1,Pyrocosm1Neg_N4_T1,Pyrocosm1Neg_N1_T2,Pyrocosm1Neg_N2_T2,Pyrocosm1Neg_N3_T2,Pyrocosm1Neg_N4_T2,Pyrocosm1_F1_T1,Pyrocosm1_F2_T1,Pyrocosm1_F4_T1,Pyrocosm1_F1_T2,Pyrocosm1_F2_T2,Pyrocosm1_F3_T2,Pyrocosm1_F4_T2,Pyrocosm2_F3_T1,Pyrocosm2_F4_T1,Pyrocosm2_F1_T2,Pyrocosm2_F2_T2,Pyrocosm2_F3_T2,Pyrocosm2_F1_T3,Pyrocosm2_F2_T3,Pyrocosm2_F3_T3,Pyrocosm2_F4_T3,taxonomy,species
OTU_283,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mortierellales; f__unidentified; g__unidentified; s__Mortierellales sp,Mortierellales sp
OTU_1098,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mucorales; f__Mucoraceae; g__Mucor; s__Mucor circinelloides f. lusitanicus,Mucor circinelloides f. lusitanicus
OTU_1088,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mucorales; f__Umbelopsidaceae; g__Umbelopsis; s__Umbelopis ramanniana var angulispora,Umbelopis ramanniana var angulispora
OTU_487,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mucorales; f__Umbelopsidaceae; g__Umbelopsis; s__Umbelopsis dimorpha,Umbelopsis dimorpha
OTU_1187,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mucorales; f__Umbelopsidaceae; g__Umbelopsis; s__Umbelopsis ramanniana,Umbelopsis ramanniana
OTU_127,0,3,6,19,3,4,2,0,13,0,4,26,50,0,0,0,14,0,0,1,0,0,1,0,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mucorales; f__Umbelopsidaceae; g__Umbelopsis; s__Umbelopsis sp,Umbelopsis sp
OTU_1830,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mucorales; f__Umbelopsidaceae; g__Umbelopsis; s__Umbelopsis sp,Umbelopsis sp
OTU_94,2,52,1,6,20,34,26,6,16,0,5,8,5,0,0,0,42,0,0,0,0,0,9,16,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mucorales; f__Umbelopsidaceae; g__Umbelopsis; s__Umbelopsis sp,Umbelopsis sp
OTU_90,3,24,0,14,20,32,25,6,5,0,1,9,14,0,0,1,79,0,0,7,0,0,57,47,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mucorales; f__Umbelopsidaceae; g__Umbelopsis; s__Umbelopsis sp,Umbelopsis sp
OTU_334,4,16,0,2,4,9,14,3,2,0,0,4,1,0,0,0,7,0,0,0,0,0,7,8,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mucorales; f__Umbelopsidaceae; g__Umbelopsis; s__Umbelopsis sp,Umbelopsis sp
OTU_687,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae sedis; o__Mucorales; f__Umbelopsidaceae; g__Umbelopsis; s__Umbelopsis sp,Umbelopsis sp
OTU_1838,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Mortierellomycotina sp,Mortierellomycotina sp
